Area_sqft,Bedrooms,Bathrooms,Age_years,Parking_spaces,Location,Property_Type,Furnishing,Price
759,1,3.0,31.0,1,Thane,Apartment,Semi-Furnished,9016348.0
540,5,3.0,38.0,3,Pune,Villa,Unfurnished,7981491.0
719,4,4.0,26.0,3,Mumbai,Apartment,Unfurnished,14513927.0
4192,4,2.0,7.0,2,Pune,Apartment,Semi-Furnished,41143956.0
2826,4,2.0,26.0,0,Nagpur,Apartment,Unfurnished,13742157.0
3720,4,4.0,25.0,2,Mumbai,Apartment,Unfurnished,69883779.0
586,4,3.0,26.0,1,Mumbai,Independent House,Semi-Furnished,13644984.0
588,3,3.0,17.0,1,Thane,Apartment,Unfurnished,8751009.0
3895,1,3.0,21.0,1,Nagpur,Apartment,Semi-Furnished,17879778.0
910,3,4.0,26.0,1,Nashik,Independent House,Semi-Furnished,7636806.0
1121,2,2.0,18.0,1,Mumbai,Apartment,Semi-Furnished,21390711.0
2575,4,1.0,30.0,3,Thane,Independent House,Semi-Furnished,33203238.0
2926,3,2.0,28.0,1,Thane,Apartment,Semi-Furnished,36032840.0
1415,5,3.0,12.0,1,Nagpur,Independent House,Semi-Furnished,10636567.0
2278,3,4.0,24.0,2,Nagpur,Independent House,Unfurnished,12958892.0
3199,3,2.0,30.0,0,Thane,Independent House,Semi-Furnished,39636375.0
2271,5,3.0,19.0,2,Thane,Apartment,Unfurnished,29789683.0
2030,3,4.0,28.0,3,Pune,Independent House,Semi-Furnished,21508857.0
787,2,4.0,5.0,3,Thane,Villa,Semi-Furnished,13668375.0
2307,2,4.0,15.0,0,Nagpur,Apartment,Furnished,12220139.0
3711,5,4.0,28.0,1,Nashik,Apartment,Unfurnished,22639161.0
3007,4,3.0,35.0,0,Mumbai,Villa,Unfurnished,55568111.0
4072,1,2.0,25.0,2,Mumbai,Independent House,Unfurnished,74356938.0
1004,3,2.0,26.0,1,Thane,Villa,Furnished,16313493.0
544,2,3.0,13.0,3,Nagpur,Apartment,Semi-Furnished,3319638.0
2692,4,1.0,28.0,0,Pune,Villa,Semi-Furnished,27548294.0
1214,1,3.0,14.0,3,Nashik,Apartment,Unfurnished,7961990.0
2875,4,3.0,2.0,1,Pune,Apartment,Furnished,28857855.0
4115,4,3.0,9.0,3,Mumbai,Villa,Semi-Furnished,79244220.0
1848,2,2.0,24.0,0,Nashik,Villa,Unfurnished,12614639.0
2697,1,3.0,38.0,1,Nashik,Villa,Semi-Furnished,16084022.0
3226,4,1.0,19.0,1,Pune,Apartment,Semi-Furnished,30495749.0
1100,2,3.0,34.0,3,Pune,Apartment,Semi-Furnished,10901748.0
4089,5,4.0,31.0,2,Pune,Villa,Furnished,42100952.0
1311,4,4.0,22.0,3,Nashik,Apartment,Furnished,10206997.0
3733,5,4.0,32.0,2,Thane,Independent House,Semi-Furnished,48287059.0
3139,3,2.0,16.0,3,Nagpur,Independent House,Furnished,17416298.0
1063,5,1.0,17.0,2,Nagpur,Independent House,Furnished,8804551.0
3399,1,3.0,29.0,2,Mumbai,Independent House,Semi-Furnished,63263005.0
1285,2,1.0,25.0,3,Pune,Apartment,Furnished,13052654.0
2897,1,2.0,21.0,3,Thane,Apartment,Semi-Furnished,35543143.0
4338,4,3.0,17.0,2,Nashik,Independent House,Semi-Furnished,27404259.0
4312,3,3.0,39.0,1,Pune,Apartment,Semi-Furnished,39277718.0
3984,2,3.0,2.0,2,Nashik,Independent House,Furnished,25374524.0
2476,2,4.0,2.0,2,Nagpur,Apartment,Furnished,14843538.0
2738,4,1.0,19.0,3,Mumbai,Independent House,Semi-Furnished,53160969.0
1701,1,4.0,1.0,2,Pune,Apartment,Semi-Furnished,16762820.0
4183,3,3.0,13.0,3,Nashik,Independent House,Semi-Furnished,26758458.0
2408,4,2.0,22.0,2,Pune,Apartment,Furnished,24618520.0
3586,2,2.0,16.0,3,Mumbai,Villa,Semi-Furnished,67442742.0
1938,2,3.0,8.0,3,Thane,Independent House,Unfurnished,25833710.0
3461,2,3.0,11.0,3,Thane,Apartment,Unfurnished,42912329.0
1397,3,2.0,24.0,0,Mumbai,Apartment,Unfurnished,26651426.0
3435,2,1.0,38.0,3,Pune,Apartment,Unfurnished,31448603.0
683,2,1.0,31.0,1,Mumbai,Apartment,Semi-Furnished,12159470.0
919,3,2.0,21.0,3,Pune,Villa,Unfurnished,10754338.0
1908,1,2.0,5.0,1,Thane,Villa,Furnished,26923840.0
2428,3,3.0,9.0,1,Nagpur,Apartment,Semi-Furnished,13500776.0
3345,1,4.0,17.0,2,Mumbai,Apartment,Semi-Furnished,62229797.0
1936,1,1.0,9.0,2,Nagpur,Independent House,Furnished,10845416.0
573,2,2.0,27.0,2,Mumbai,Villa,Semi-Furnished,13349593.0
1801,2,1.0,14.0,0,Nashik,Apartment,Semi-Furnished,10526208.0
2256,1,4.0,33.0,3,Thane,Apartment,Furnished,28692424.0
2674,5,3.0,10.0,1,Pune,Apartment,Semi-Furnished,27229296.0
3076,2,1.0,19.0,3,Mumbai,Independent House,Semi-Furnished,58463278.0
1490,5,2.0,28.0,1,Thane,Villa,Semi-Furnished,21911327.0
2941,5,3.0,8.0,2,Mumbai,Villa,Semi-Furnished,58056703.0
3026,5,4.0,30.0,2,Mumbai,Villa,Semi-Furnished,58940070.0
3606,5,3.0,23.0,0,Pune,Independent House,Semi-Furnished,35758767.0
2588,1,2.0,25.0,1,Mumbai,Apartment,Semi-Furnished,46444504.0
3742,2,3.0,18.0,2,Nashik,Apartment,Semi-Furnished,23057201.0
1386,4,3.0,37.0,3,Mumbai,Apartment,Unfurnished,26907424.0
3346,3,3.0,30.0,3,Pune,Independent House,Unfurnished,32174663.0
683,1,1.0,7.0,1,Mumbai,Apartment,Semi-Furnished,13638946.0
911,3,3.0,22.0,2,Nashik,Apartment,Unfurnished,7293643.0
3958,5,1.0,36.0,0,Thane,Independent House,Semi-Furnished,50252603.0
2400,5,4.0,11.0,3,Nashik,Apartment,Furnished,17301674.0
2983,2,4.0,21.0,3,Nashik,Apartment,Furnished,18756919.0
2913,2,3.0,30.0,3,Thane,Villa,Semi-Furnished,37173109.0
3279,2,3.0,10.0,1,Pune,Independent House,Semi-Furnished,32689647.0
1482,2,1.0,20.0,1,Mumbai,Apartment,Semi-Furnished,28065280.0
1213,2,4.0,22.0,3,Pune,Apartment,Semi-Furnished,13319368.0
670,2,2.0,7.0,2,Mumbai,Independent House,Furnished,15785468.0
3959,3,2.0,7.0,0,Thane,Villa,Semi-Furnished,51466556.0
1394,1,3.0,22.0,2,Mumbai,Villa,Unfurnished,26902984.0
2800,2,4.0,7.0,2,Thane,Apartment,Semi-Furnished,36153869.0
2319,2,2.0,37.0,1,Pune,Apartment,Furnished,21316752.0
1149,1,3.0,20.0,1,Mumbai,Apartment,Semi-Furnished,21798331.0
2155,5,3.0,28.0,0,Mumbai,Apartment,Furnished,41046260.0
832,4,2.0,15.0,1,Pune,Independent House,Semi-Furnished,10951467.0
1206,5,3.0,11.0,0,Mumbai,Villa,Furnished,27553406.0
1058,3,4.0,19.0,1,Nagpur,Independent House,Semi-Furnished,8010718.0
3797,1,2.0,28.0,0,Mumbai,Apartment,Furnished,69043806.0
2769,5,4.0,15.0,1,Thane,Apartment,Furnished,37318862.0
4202,3,4.0,11.0,2,Thane,Villa,Furnished,56180651.0
2243,4,4.0,5.0,1,Mumbai,Apartment,Furnished,44055722.0
1305,2,3.0,21.0,0,Thane,Apartment,Semi-Furnished,16994460.0
2934,3,4.0,27.0,3,Pune,Apartment,Semi-Furnished,29126055.0
4218,3,3.0,21.0,1,Pune,Apartment,Semi-Furnished,39993180.0
2630,2,4.0,10.0,2,Mumbai,Apartment,Furnished,49198930.0
571,3,3.0,9.0,2,Nashik,Apartment,Furnished,5828472.0
1714,4,4.0,15.0,2,Nashik,Independent House,Furnished,14174969.0
4199,1,4.0,13.0,1,Nashik,Apartment,Semi-Furnished,24394422.0
2573,1,4.0,8.0,3,Thane,Apartment,Furnished,34114160.0
4307,5,3.0,37.0,3,Pune,Apartment,Furnished,42289066.0
2537,3,3.0,13.0,3,Thane,Apartment,Semi-Furnished,32668390.0
548,5,4.0,10.0,1,Nashik,Apartment,Semi-Furnished,5979374.0
3992,4,2.0,24.0,1,Mumbai,Apartment,Furnished,73973468.0
3552,4,1.0,32.0,0,Pune,Apartment,Furnished,33229487.0
3360,5,4.0,18.0,1,Mumbai,Apartment,Semi-Furnished,64201240.0
4380,4,3.0,26.0,3,Mumbai,Independent House,Semi-Furnished,81664100.0
1284,2,2.0,3.0,1,Nagpur,Apartment,Semi-Furnished,8042094.0
4123,3,3.0,21.0,3,Mumbai,Apartment,Semi-Furnished,76928527.0
1430,2,1.0,2.0,3,Pune,Independent House,Semi-Furnished,16328649.0
4382,2,2.0,5.0,2,Nagpur,Villa,Unfurnished,23225405.0
1265,4,2.0,23.0,2,Nagpur,Villa,Furnished,9929505.0
2701,1,2.0,8.0,3,Thane,Apartment,Furnished,35334039.0
3657,4,4.0,1.0,0,Nashik,Independent House,Semi-Furnished,24253135.0
812,3,3.0,7.0,0,Nagpur,Apartment,Furnished,6830728.0
766,2,1.0,30.0,0,Mumbai,Villa,Semi-Furnished,15666569.0
3899,1,2.0,23.0,3,Nagpur,Villa,Unfurnished,18856734.0
741,4,1.0,,1,Mumbai,Apartment,Semi-Furnished,15196661.0
2955,5,4.0,38.0,0,Pune,Independent House,Unfurnished,28874672.0
4252,4,2.0,15.0,0,Thane,Independent House,Unfurnished,53509472.0
2958,3,2.0,35.0,1,Nagpur,Apartment,Furnished,14293860.0
2424,4,2.0,13.0,1,Nashik,Apartment,Semi-Furnished,15943597.0
2169,3,1.0,1.0,0,Mumbai,Villa,Unfurnished,42723690.0
3052,2,4.0,4.0,0,Nagpur,Apartment,Semi-Furnished,15796381.0
2787,2,3.0,10.0,3,Pune,Apartment,Semi-Furnished,27131603.0
2507,2,2.0,7.0,3,Mumbai,Apartment,Semi-Furnished,46743190.0
1114,5,2.0,6.0,0,Pune,Independent House,Semi-Furnished,14090463.0
3150,4,3.0,15.0,1,Pune,Independent House,Semi-Furnished,32450064.0
3459,1,1.0,39.0,1,Pune,Apartment,Semi-Furnished,31181378.0
3335,5,4.0,8.0,1,Nagpur,Villa,Semi-Furnished,20067883.0
800,1,3.0,9.0,0,Pune,Independent House,Furnished,10846036.0
3311,3,1.0,39.0,3,Thane,Apartment,Semi-Furnished,40259023.0
3419,1,3.0,8.0,2,Thane,Apartment,Furnished,42730827.0
1233,2,4.0,33.0,3,Pune,Apartment,Furnished,12274169.0
3895,4,1.0,24.0,1,Nagpur,Independent House,Semi-Furnished,19573180.0
2595,5,3.0,37.0,3,Mumbai,Apartment,Unfurnished,48550187.0
2389,5,3.0,22.0,2,Thane,Apartment,Semi-Furnished,31312141.0
3390,5,4.0,23.0,0,Mumbai,Apartment,Furnished,63835596.0
2539,2,3.0,9.0,1,Mumbai,Apartment,Unfurnished,46700672.0
2678,1,3.0,22.0,3,Pune,Apartment,Unfurnished,24253247.0
1748,5,4.0,26.0,3,Thane,Villa,Semi-Furnished,25365559.0
4211,5,4.0,39.0,2,Pune,Apartment,Furnished,41015927.0
4377,2,2.0,3.0,0,Thane,Villa,Unfurnished,56385501.0
1021,1,3.0,6.0,2,Pune,Villa,Semi-Furnished,13588322.0
3432,4,1.0,0.0,3,Nashik,Independent House,Unfurnished,22775189.0
593,1,4.0,31.0,0,Mumbai,Apartment,Furnished,11352476.0
1975,1,4.0,3.0,1,Pune,Villa,Semi-Furnished,21254484.0
4379,5,2.0,36.0,0,Pune,Villa,Semi-Furnished,43001263.0
1199,3,3.0,14.0,0,Pune,Apartment,Furnished,13080139.0
2007,1,4.0,11.0,3,Nagpur,Apartment,Semi-Furnished,11156862.0
1378,4,1.0,39.0,0,Nagpur,Apartment,Furnished,8169697.0
3412,2,3.0,28.0,0,Pune,Villa,Unfurnished,32855573.0
2355,3,4.0,21.0,0,Mumbai,Apartment,Unfurnished,44715033.0
2872,5,4.0,35.0,3,Pune,Independent House,Semi-Furnished,28880906.0
4270,2,1.0,30.0,1,Nagpur,Independent House,Unfurnished,20246340.0
2584,4,4.0,25.0,3,Nagpur,Villa,Furnished,16659181.0
3436,5,4.0,12.0,1,Thane,Independent House,Semi-Furnished,45119163.0
891,3,1.0,39.0,2,Thane,Villa,Unfurnished,12862745.0
1360,5,3.0,28.0,3,Mumbai,Apartment,Furnished,28308864.0
4287,3,3.0,37.0,2,Pune,Apartment,Semi-Furnished,40684201.0
3938,3,4.0,38.0,2,Thane,Independent House,Semi-Furnished,49751080.0
3126,5,1.0,21.0,0,Pune,Apartment,Unfurnished,28728952.0
2012,4,4.0,14.0,0,Pune,Independent House,Furnished,22422645.0
1299,5,3.0,37.0,2,Mumbai,Apartment,Semi-Furnished,25725882.0
3906,4,2.0,39.0,1,Nagpur,Apartment,Furnished,19001166.0
3641,4,2.0,4.0,0,Nagpur,Villa,Furnished,21381304.0
1466,2,4.0,25.0,0,Thane,Independent House,Semi-Furnished,19524458.0
2859,2,4.0,24.0,1,Mumbai,Independent House,Unfurnished,53281837.0
2974,5,2.0,29.0,0,Pune,Apartment,Semi-Furnished,29023869.0
2409,4,4.0,39.0,2,Mumbai,Apartment,Unfurnished,45197061.0
4206,2,3.0,10.0,1,Nagpur,Villa,Furnished,22485181.0
996,2,1.0,39.0,1,Pune,Independent House,Unfurnished,9113905.0
1531,4,3.0,25.0,0,Thane,Apartment,Semi-Furnished,19457195.0
880,1,4.0,3.0,2,Nashik,Villa,Semi-Furnished,9627246.0
3271,1,1.0,20.0,0,Nagpur,Apartment,Semi-Furnished,15311351.0
3076,4,1.0,5.0,2,Thane,Villa,Semi-Furnished,40471548.0
4449,2,1.0,38.0,3,Mumbai,Apartment,Furnished,80842959.0
2669,4,3.0,30.0,3,Nagpur,Independent House,Furnished,15472943.0
1102,3,1.0,36.0,2,Mumbai,Apartment,Furnished,20655827.0
2303,5,4.0,24.0,3,Thane,Villa,Semi-Furnished,32992325.0
853,3,1.0,15.0,3,Thane,Villa,Semi-Furnished,14382024.0
3183,5,1.0,17.0,2,Nashik,Apartment,Furnished,20637753.0
3196,5,2.0,37.0,1,Pune,Apartment,Unfurnished,29555256.0
3930,2,4.0,6.0,2,Thane,Apartment,Unfurnished,48835038.0
1858,5,4.0,35.0,3,Thane,Villa,Unfurnished,26155767.0
1740,4,2.0,16.0,2,Nashik,Villa,Semi-Furnished,13524289.0
784,1,3.0,23.0,1,Thane,Apartment,Semi-Furnished,10135380.0
2160,1,4.0,26.0,0,Nashik,Apartment,Unfurnished,12281136.0
2401,2,4.0,3.0,0,Mumbai,Independent House,Unfurnished,45277912.0
3517,1,1.0,5.0,1,Mumbai,Apartment,Unfurnished,63594817.0
3515,2,4.0,6.0,3,Pune,Apartment,Semi-Furnished,34259838.0
1061,5,4.0,31.0,2,Nashik,Independent House,Unfurnished,9599905.0
1640,3,3.0,3.0,0,Nagpur,Independent House,Furnished,11710400.0
2545,1,3.0,24.0,3,Pune,Apartment,Furnished,24443387.0
1840,3,2.0,4.0,1,Pune,Apartment,Furnished,19571039.0
602,2,4.0,30.0,1,Nagpur,Villa,Furnished,6043323.0
3882,5,4.0,39.0,3,Nagpur,Apartment,Furnished,20793751.0
3425,1,3.0,16.0,1,Thane,Villa,Semi-Furnished,44175189.0
2580,4,3.0,8.0,2,Pune,Apartment,Semi-Furnished,26805460.0
1769,3,2.0,17.0,3,Thane,Apartment,Furnished,23158098.0
3870,1,3.0,27.0,2,Pune,Apartment,Semi-Furnished,35177214.0
641,4,1.0,29.0,2,Pune,Villa,Semi-Furnished,9152557.0
2285,3,4.0,25.0,1,Nagpur,Villa,Unfurnished,13584580.0
3703,4,3.0,23.0,3,Mumbai,Apartment,Semi-Furnished,70174152.0
4311,4,3.0,25.0,0,Nagpur,Apartment,Furnished,20886014.0
1505,4,1.0,8.0,1,Pune,Apartment,Semi-Furnished,15860116.0
3103,3,3.0,8.0,3,Pune,Villa,Semi-Furnished,32431935.0
1258,1,1.0,37.0,1,Nashik,Villa,Semi-Furnished,8356027.0
963,1,4.0,23.0,0,Pune,Independent House,Furnished,11746967.0
1912,3,3.0,34.0,1,Pune,Independent House,Furnished,20182324.0
4040,2,2.0,25.0,1,Pune,Apartment,Semi-Furnished,36468194.0
3257,4,4.0,18.0,2,Mumbai,Independent House,Semi-Furnished,63076192.0
2457,3,4.0,22.0,0,Nagpur,Apartment,Semi-Furnished,13484138.0
1631,5,1.0,27.0,1,Pune,Apartment,Furnished,17127384.0
1066,1,1.0,7.0,3,Nashik,Apartment,Unfurnished,6025006.0
1583,2,2.0,18.0,0,Nashik,Villa,Furnished,11938271.0
1110,4,1.0,28.0,3,Nashik,Villa,,9305928.0
1248,1,3.0,3.0,0,Mumbai,Apartment,Furnished,24962448.0
3250,2,3.0,2.0,1,Nagpur,Independent House,Semi-Furnished,17058298.0
1030,4,3.0,6.0,2,Thane,Independent House,Semi-Furnished,16123903.0
689,3,1.0,23.0,3,Pune,Independent House,Semi-Furnished,9185107.0
2669,4,4.0,9.0,1,Thane,Apartment,Furnished,36233794.0
1646,3,4.0,17.0,0,Pune,Independent House,Furnished,18507737.0
2318,5,3.0,5.0,3,Mumbai,Villa,Unfurnished,47330830.0
1059,5,1.0,10.0,3,Nashik,Villa,Unfurnished,10369377.0
1339,5,2.0,0.0,2,Pune,Apartment,Unfurnished,15594388.0
2264,1,3.0,32.0,0,Pune,Independent House,Semi-Furnished,21541305.0
3260,3,3.0,18.0,2,Pune,Villa,Semi-Furnished,33415977.0
2157,1,1.0,7.0,1,Pune,Apartment,Unfurnished,19393200.0
2666,2,4.0,21.0,1,Nashik,Independent House,Furnished,18017962.0
2587,2,4.0,37.0,0,Pune,Apartment,Semi-Furnished,23269441.0
1575,4,3.0,32.0,1,Thane,Villa,Semi-Furnished,22654457.0
1618,3,2.0,35.0,3,Thane,Apartment,Semi-Furnished,20358458.0
2202,5,3.0,16.0,0,Pune,Apartment,Semi-Furnished,22684495.0
628,2,1.0,14.0,3,Pune,Apartment,Unfurnished,6213241.0
3241,4,,12.0,2,Mumbai,Apartment,Furnished,61421376.0
2957,4,1.0,12.0,2,Thane,Apartment,Semi-Furnished,37959587.0
1724,5,1.0,36.0,3,Mumbai,Apartment,Semi-Furnished,33111449.0
1994,2,3.0,5.0,0,Pune,Apartment,Unfurnished,19838206.0
1814,4,3.0,34.0,3,Thane,Villa,Furnished,25440467.0
3105,1,4.0,36.0,1,Mumbai,Apartment,Furnished,56044490.0
3538,3,3.0,33.0,1,Mumbai,Apartment,Semi-Furnished,64375112.0
934,3,4.0,25.0,1,Thane,Apartment,Unfurnished,12008476.0
2153,5,4.0,34.0,2,Thane,Apartment,Semi-Furnished,28951073.0
555,4,2.0,1.0,1,Mumbai,Apartment,Semi-Furnished,13523094.0
2308,5,4.0,32.0,3,Mumbai,Independent House,Semi-Furnished,44785522.0
1493,5,2.0,20.0,0,Mumbai,Apartment,Semi-Furnished,29893639.0
1843,3,3.0,38.0,2,Pune,Apartment,Semi-Furnished,18223224.0
2326,4,1.0,3.0,2,Mumbai,Apartment,Furnished,44394679.0
1794,1,1.0,37.0,2,Pune,Apartment,Semi-Furnished,15392395.0
2076,3,3.0,22.0,2,Nashik,Villa,Semi-Furnished,14331333.0
3559,1,2.0,4.0,2,Nagpur,Independent House,Furnished,19086538.0
3741,4,3.0,20.0,3,Thane,Apartment,Semi-Furnished,47489835.0
523,5,1.0,1.0,0,Thane,Apartment,Unfurnished,8732993.0
2011,4,2.0,3.0,1,Pune,Villa,Semi-Furnished,21816973.0
3887,5,3.0,21.0,2,Pune,Apartment,Semi-Furnished,37150742.0
2621,2,3.0,32.0,1,Nashik,Apartment,Furnished,15762570.0
1321,5,4.0,4.0,3,Pune,Villa,Furnished,18559000.0
2874,3,4.0,10.0,2,Pune,Villa,Semi-Furnished,29467085.0
1079,4,4.0,15.0,2,Nagpur,Apartment,Furnished,7688991.0
587,4,1.0,21.0,0,Mumbai,Independent House,Unfurnished,13026086.0
3029,4,3.0,0.0,1,Pune,Apartment,Unfurnished,29440041.0
2560,2,1.0,25.0,2,Nashik,Apartment,Unfurnished,14333385.0
3526,4,2.0,19.0,1,Thane,Villa,Semi-Furnished,45548205.0
1879,4,1.0,38.0,3,Nagpur,Villa,Unfurnished,11319667.0
3917,5,2.0,12.0,0,Pune,Villa,Unfurnished,38295358.0
2185,3,1.0,19.0,0,Nashik,Villa,Furnished,15330493.0
3452,3,3.0,3.0,1,Thane,Villa,Semi-Furnished,46277138.0
901,3,1.0,36.0,1,Pune,Independent House,Unfurnished,9363513.0
888,1,3.0,33.0,3,Nashik,Apartment,Semi-Furnished,5265149.0
3631,1,3.0,14.0,3,Nagpur,Apartment,Unfurnished,17065093.0
3835,1,1.0,18.0,1,Nagpur,Villa,Unfurnished,18932697.0
4269,4,1.0,34.0,2,Pune,Apartment,Semi-Furnished,39050792.0
1798,3,4.0,11.0,1,Thane,Villa,Semi-Furnished,25810997.0
589,5,3.0,9.0,2,Mumbai,Apartment,Furnished,14474706.0
4419,4,2.0,9.0,2,Pune,Apartment,Semi-Furnished,42292923.0
2905,1,4.0,28.0,2,Pune,Villa,Semi-Furnished,29305156.0
1488,1,1.0,8.0,3,Mumbai,Villa,Semi-Furnished,29442282.0
3555,2,4.0,3.0,2,Pune,Apartment,Furnished,34338026.0
4115,5,1.0,6.0,1,Nagpur,Apartment,Furnished,21661106.0
1639,1,3.0,39.0,0,Thane,Independent House,Semi-Furnished,20473799.0
3578,1,1.0,34.0,2,Pune,Independent House,Unfurnished,32513972.0
3650,1,1.0,38.0,3,Thane,Apartment,Unfurnished,43071977.0
2506,3,2.0,11.0,2,Thane,Apartment,Unfurnished,31225136.0
3029,5,1.0,17.0,3,Pune,Apartment,Furnished,30008857.0
1578,4,2.0,19.0,1,Nagpur,Apartment,Semi-Furnished,8911244.0
4216,3,1.0,20.0,0,Thane,Apartment,Unfurnished,50936761.0
4432,1,1.0,1.0,2,Nagpur,Independent House,Unfurnished,22448139.0
4424,2,4.0,23.0,0,Nashik,Apartment,Furnished,26200762.0
3448,3,4.0,1.0,0,Thane,Apartment,Semi-Furnished,43936346.0
669,2,4.0,11.0,2,Nagpur,Apartment,Unfurnished,5213256.0
1965,4,1.0,11.0,1,Pune,Apartment,Furnished,20565825.0
2279,5,2.0,26.0,2,Pune,Apartment,Semi-Furnished,22210105.0
4339,2,2.0,35.0,2,Nashik,Apartment,Semi-Furnished,22915747.0
2687,2,2.0,27.0,1,Mumbai,Apartment,Semi-Furnished,48499194.0
2644,1,2.0,17.0,2,Mumbai,Villa,Semi-Furnished,50619721.0
1086,4,3.0,21.0,2,Pune,Apartment,Semi-Furnished,12535168.0
3674,3,2.0,20.0,2,Thane,Apartment,Furnished,45550896.0
1845,2,2.0,5.0,2,Nagpur,Independent House,Furnished,12108890.0
867,2,4.0,38.0,1,Mumbai,Apartment,Semi-Furnished,16565333.0
4450,1,4.0,36.0,2,Pune,Apartment,Semi-Furnished,41187769.0
1260,3,2.0,9.0,2,Pune,Independent House,Furnished,15527677.0
564,4,1.0,4.0,0,Pune,Apartment,Unfurnished,7534347.0
811,2,3.0,6.0,0,Nashik,Apartment,Unfurnished,6030265.0
2310,1,2.0,25.0,0,Pune,Independent House,Furnished,22694715.0
911,3,4.0,1.0,0,Thane,Apartment,Unfurnished,13080222.0
3870,4,2.0,4.0,1,Pune,Independent House,Semi-Furnished,38979115.0
2549,2,1.0,25.0,3,Pune,Apartment,Semi-Furnished,23281417.0
1795,2,1.0,5.0,3,Thane,Apartment,Semi-Furnished,23417595.0
512,1,1.0,2.0,3,Mumbai,Apartment,Unfurnished,10598948.0
2419,4,2.0,0.0,2,Mumbai,Apartment,Furnished,47835697.0
1105,5,2.0,28.0,0,Pune,Apartment,Unfurnished,11079928.0
4412,4,4.0,14.0,1,Nagpur,Apartment,Unfurnished,22568961.0
1664,3,4.0,11.0,3,Mumbai,Apartment,Semi-Furnished,32703270.0
2399,4,1.0,25.0,3,Thane,Apartment,Unfurnished,30572177.0
574,2,4.0,6.0,3,Nashik,Apartment,Semi-Furnished,5436392.0
1023,1,3.0,20.0,1,Thane,Apartment,Furnished,13982687.0
1329,2,2.0,19.0,1,Nashik,Villa,Semi-Furnished,10196598.0
706,4,2.0,26.0,2,Nagpur,Apartment,Semi-Furnished,4503704.0
3403,4,2.0,24.0,0,Nagpur,Villa,,18644516.0
4281,5,1.0,27.0,0,Mumbai,Apartment,Furnished,79802770.0
4441,5,4.0,8.0,0,Nagpur,Apartment,Furnished,23375858.0
1563,2,1.0,5.0,2,Nagpur,Independent House,Furnished,9625557.0
3654,1,1.0,21.0,0,Pune,Independent House,Unfurnished,33715434.0
2516,2,2.0,2.0,2,Nagpur,Apartment,Unfurnished,12226991.0
683,5,1.0,18.0,1,Pune,Apartment,Unfurnished,8630510.0
862,5,1.0,25.0,3,Nashik,Independent House,Unfurnished,8223172.0
2691,1,2.0,32.0,0,Pune,Apartment,Unfurnished,24036226.0
2194,1,2.0,26.0,1,Pune,Apartment,Furnished,20570946.0
533,3,1.0,39.0,0,Pune,Apartment,Unfurnished,5196098.0
4220,4,4.0,22.0,1,Pune,Apartment,Unfurnished,40465451.0
3421,5,4.0,17.0,2,Pune,Villa,Furnished,36109277.0
2509,4,3.0,9.0,0,Pune,Villa,Furnished,28128476.0
4447,2,3.0,26.0,2,Nashik,Apartment,Unfurnished,24758247.0
4384,1,4.0,32.0,3,Mumbai,Apartment,Unfurnished,79213335.0
4395,4,2.0,12.0,0,Thane,Apartment,Furnished,54632941.0
1535,3,2.0,3.0,0,Thane,Villa,Furnished,22985666.0
4023,5,1.0,0.0,3,Pune,Independent House,Semi-Furnished,40614471.0
2518,3,3.0,25.0,2,Mumbai,Apartment,Semi-Furnished,46830510.0
3404,3,1.0,26.0,3,Mumbai,Villa,Semi-Furnished,64337456.0
3938,2,3.0,4.0,2,Mumbai,Apartment,Furnished,73433205.0
1153,1,4.0,0.0,2,Mumbai,Apartment,Unfurnished,22582753.0
2293,5,1.0,26.0,0,Nagpur,Apartment,Semi-Furnished,12596106.0
1015,5,3.0,15.0,2,Nashik,Apartment,Furnished,8714666.0
1617,1,2.0,16.0,1,Mumbai,Apartment,Semi-Furnished,30324137.0
2154,4,2.0,10.0,3,Nagpur,Independent House,Unfurnished,13129859.0
3921,2,3.0,28.0,0,Pune,Apartment,Furnished,36707357.0
3950,3,1.0,29.0,0,Thane,Apartment,Semi-Furnished,48036181.0
2059,5,4.0,2.0,2,Thane,Independent House,Unfurnished,28895170.0
1816,5,2.0,3.0,3,Pune,Villa,Semi-Furnished,21984189.0
2622,1,2.0,22.0,3,Nagpur,Apartment,Semi-Furnished,12922478.0
4147,2,4.0,24.0,2,Thane,Apartment,Furnished,51463789.0
4406,5,1.0,5.0,1,Mumbai,Independent House,Unfurnished,82135668.0
1407,5,2.0,6.0,1,Pune,Apartment,Furnished,16331389.0
1245,1,4.0,27.0,3,Nagpur,Apartment,Semi-Furnished,7082124.0
3327,5,2.0,18.0,0,Mumbai,Apartment,Furnished,63188291.0
1705,3,1.0,4.0,0,Pune,Apartment,Furnished,18286495.0
1299,3,2.0,24.0,2,Nashik,Villa,Furnished,11121626.0
624,1,4.0,2.0,1,Mumbai,Independent House,Furnished,14643554.0
2112,4,4.0,,1,Pune,Apartment,Semi-Furnished,22037030.0
2067,4,4.0,28.0,3,Thane,Independent House,Unfurnished,27184570.0
2752,4,2.0,8.0,1,Pune,Apartment,Semi-Furnished,27040810.0
1300,4,4.0,2.0,3,Nashik,Villa,Semi-Furnished,12666039.0
3357,5,2.0,38.0,0,Nagpur,Apartment,Semi-Furnished,16336512.0
